match_number,division,date,match_time,match_pitch,local_team,visitor_team,referee_license,local_team_player_01_jersey,local_team_player_02_jersey,local_team_player_03_jersey,local_team_player_04_jersey,local_team_player_05_jersey,local_team_player_06_jersey,local_team_player_07_jersey,local_team_player_08_jersey,local_team_player_09_jersey,local_team_player_10_jersey,local_team_player_11_jersey,local_team_player_12_jersey,local_team_player_13_jersey,local_team_player_14_jersey,local_team_player_15_jersey,local_team_player_16_jersey,local_team_player_17_jersey,local_team_player_18_jersey,local_team_player_19_jersey,local_team_player_20_jersey,local_team_player_21_jersey,local_team_player_22_jersey,local_team_player_23_jersey,local_team_player_01_front_row,local_team_player_02_front_row,local_team_player_03_front_row,local_team_player_04_front_row,local_team_player_05_front_row,local_team_player_06_front_row,local_team_player_07_front_row,local_team_player_08_front_row,local_team_player_09_front_row,local_team_player_10_front_row,local_team_player_11_front_row,local_team_player_12_front_row,local_team_player_13_front_row,local_team_player_14_front_row,local_team_player_15_front_row,local_team_player_16_front_row,local_team_player_17_front_row,local_team_player_18_front_row,local_team_player_19_front_row,local_team_player_20_front_row,local_team_player_21_front_row,local_team_player_22_front_row,local_team_player_23_front_row,local_team_player_01_captain,local_team_player_02_captain,local_team_player_03_captain,local_team_player_04_captain,local_team_player_05_captain,local_team_player_06_captain,local_team_player_07_captain,local_team_player_08_captain,local_team_player_09_captain,local_team_player_10_captain,local_team_player_11_captain,local_team_player_12_captain,local_team_player_13_captain,local_team_player_14_captain,local_team_player_15_captain,local_team_player_16_captain,local_team_player_17_captain,local_team_player_18_captain,local_team_player_19_captain,local_team_player_20_captain,local_team_player_21_captain,local_team_player_22_captain,local_team_player_23_captain,local_team_player_01_license_number,local_team_player_02_license_number,local_team_player_03_license_number,local_team_player_04_license_number,local_team_player_05_license_number,local_team_player_06_license_number,local_team_player_07_license_number,local_team_player_08_license_number,local_team_player_09_license_number,local_team_player_10_license_number,local_team_player_11_license_number,local_team_player_12_license_number,local_team_player_13_license_number,local_team_player_14_license_number,local_team_player_15_license_number,local_team_player_16_license_number,local_team_player_17_license_number,local_team_player_18_license_number,local_team_player_19_license_number,local_team_player_20_license_number,local_team_player_21_license_number,local_team_player_22_license_number,local_team_player_23_license_number,local_team_player_01_initial_position,local_team_player_02_initial_position,local_team_player_03_initial_position,local_team_player_04_initial_position,local_team_player_05_initial_position,local_team_player_06_initial_position,local_team_player_07_initial_position,local_team_player_08_initial_position,local_team_player_09_initial_position,local_team_player_10_initial_position,local_team_player_11_initial_position,local_team_player_12_initial_position,local_team_player_13_initial_position,local_team_player_14_initial_position,local_team_player_15_initial_position,local_team_player_16_initial_position,local_team_player_17_initial_position,local_team_player_18_initial_position,local_team_player_19_initial_position,local_team_player_20_initial_position,local_team_player_21_initial_position,local_team_player_22_initial_position,local_team_player_23_initial_position,visitor_team_player_01_jersey,visitor_team_player_02_jersey,visitor_team_player_03_jersey,visitor_team_player_04_jersey,visitor_team_player_05_jersey,visitor_team_player_06_jersey,visitor_team_player_07_jersey,visitor_team_player_08_jersey,visitor_team_player_09_jersey,visitor_team_player_10_jersey,visitor_team_player_11_jersey,visitor_team_player_12_jersey,visitor_team_player_13_jersey,visitor_team_player_14_jersey,visitor_team_player_15_jersey,visitor_team_player_16_jersey,visitor_team_player_17_jersey,visitor_team_player_18_jersey,visitor_team_player_19_jersey,visitor_team_player_20_jersey,visitor_team_player_21_jersey,visitor_team_player_22_jersey,visitor_team_player_23_jersey,visitor_team_player_01_front_row,visitor_team_player_02_front_row,visitor_team_player_03_front_row,visitor_team_player_04_front_row,visitor_team_player_05_front_row,visitor_team_player_06_front_row,visitor_team_player_07_front_row,visitor_team_player_08_front_row,visitor_team_player_09_front_row,visitor_team_player_10_front_row,visitor_team_player_11_front_row,visitor_team_player_12_front_row,visitor_team_player_13_front_row,visitor_team_player_14_front_row,visitor_team_player_15_front_row,visitor_team_player_16_front_row,visitor_team_player_17_front_row,visitor_team_player_18_front_row,visitor_team_player_19_front_row,visitor_team_player_20_front_row,visitor_team_player_21_front_row,visitor_team_player_22_front_row,visitor_team_player_23_front_row,visitor_team_player_01_captain,visitor_team_player_02_captain,visitor_team_player_03_captain,visitor_team_player_04_captain,visitor_team_player_05_captain,visitor_team_player_06_captain,visitor_team_player_07_captain,visitor_team_player_08_captain,visitor_team_player_09_captain,visitor_team_player_10_captain,visitor_team_player_11_captain,visitor_team_player_12_captain,visitor_team_player_13_captain,visitor_team_player_14_captain,visitor_team_player_15_captain,visitor_team_player_16_captain,visitor_team_player_17_captain,visitor_team_player_18_captain,visitor_team_player_19_captain,visitor_team_player_20_captain,visitor_team_player_21_captain,visitor_team_player_22_captain,visitor_team_player_23_captain,visitor_team_player_01_license_number,visitor_team_player_02_license_number,visitor_team_player_03_license_number,visitor_team_player_04_license_number,visitor_team_player_05_license_number,visitor_team_player_06_license_number,visitor_team_player_07_license_number,visitor_team_player_08_license_number,visitor_team_player_09_license_number,visitor_team_player_10_license_number,visitor_team_player_11_license_number,visitor_team_player_12_license_number,visitor_team_player_13_license_number,visitor_team_player_14_license_number,visitor_team_player_15_license_number,visitor_team_player_16_license_number,visitor_team_player_17_license_number,visitor_team_player_18_license_number,visitor_team_player_19_license_number,visitor_team_player_20_license_number,visitor_team_player_21_license_number,visitor_team_player_22_license_number,visitor_team_player_23_license_number,visitor_team_player_01_initial_position,visitor_team_player_02_initial_position,visitor_team_player_03_initial_position,visitor_team_player_04_initial_position,visitor_team_player_05_initial_position,visitor_team_player_06_initial_position,visitor_team_player_07_initial_position,visitor_team_player_08_initial_position,visitor_team_player_09_initial_position,visitor_team_player_10_initial_position,visitor_team_player_11_initial_position,visitor_team_player_12_initial_position,visitor_team_player_13_initial_position,visitor_team_player_14_initial_position,visitor_team_player_15_initial_position,visitor_team_player_16_initial_position,visitor_team_player_17_initial_position,visitor_team_player_18_initial_position,visitor_team_player_19_initial_position,visitor_team_player_20_initial_position,visitor_team_player_21_initial_position,visitor_team_player_22_initial_position,visitor_team_player_23_initial_position,scoreboard_local_01_type,scoreboard_local_02_type,scoreboard_local_03_type,scoreboard_local_04_type,scoreboard_local_05_type,scoreboard_local_06_type,scoreboard_local_07_type,scoreboard_local_08_type,scoreboard_local_09_type,scoreboard_local_10_type,scoreboard_local_11_type,scoreboard_local_12_type,scoreboard_local_13_type,scoreboard_local_14_type,scoreboard_local_15_type,scoreboard_local_16_type,scoreboard_local_17_type,scoreboard_local_18_type,scoreboard_local_19_type,scoreboard_local_20_type,scoreboard_local_21_type,scoreboard_local_22_type,scoreboard_local_23_type,scoreboard_local_24_type,scoreboard_local_25_type,scoreboard_local_26_type,scoreboard_local_01_player,scoreboard_local_02_player,scoreboard_local_03_player,scoreboard_local_04_player,scoreboard_local_05_player,scoreboard_local_06_player,scoreboard_local_07_player,scoreboard_local_08_player,scoreboard_local_09_player,scoreboard_local_10_player,scoreboard_local_11_player,scoreboard_local_12_player,scoreboard_local_13_player,scoreboard_local_14_player,scoreboard_local_15_player,scoreboard_local_16_player,scoreboard_local_17_player,scoreboard_local_18_player,scoreboard_local_19_player,scoreboard_local_20_player,scoreboard_local_21_player,scoreboard_local_22_player,scoreboard_local_23_player,scoreboard_local_24_player,scoreboard_local_25_player,scoreboard_local_26_player,scoreboard_local_01_minute,scoreboard_local_02_minute,scoreboard_local_03_minute,scoreboard_local_04_minute,scoreboard_local_05_minute,scoreboard_local_06_minute,scoreboard_local_07_minute,scoreboard_local_08_minute,scoreboard_local_09_minute,scoreboard_local_10_minute,scoreboard_local_11_minute,scoreboard_local_12_minute,scoreboard_local_13_minute,scoreboard_local_14_minute,scoreboard_local_15_minute,scoreboard_local_16_minute,scoreboard_local_17_minute,scoreboard_local_18_minute,scoreboard_local_19_minute,scoreboard_local_20_minute,scoreboard_local_21_minute,scoreboard_local_22_minute,scoreboard_local_23_minute,scoreboard_local_24_minute,scoreboard_local_25_minute,scoreboard_local_26_minute,scoreboard_visitor_01_type,scoreboard_visitor_02_type,scoreboard_visitor_03_type,scoreboard_visitor_04_type,scoreboard_visitor_05_type,scoreboard_visitor_06_type,scoreboard_visitor_07_type,scoreboard_visitor_08_type,scoreboard_visitor_09_type,scoreboard_visitor_10_type,scoreboard_visitor_11_type,scoreboard_visitor_12_type,scoreboard_visitor_13_type,scoreboard_visitor_14_type,scoreboard_visitor_15_type,scoreboard_visitor_16_type,scoreboard_visitor_17_type,scoreboard_visitor_18_type,scoreboard_visitor_19_type,scoreboard_visitor_20_type,scoreboard_visitor_21_type,scoreboard_visitor_22_type,scoreboard_visitor_23_type,scoreboard_visitor_24_type,scoreboard_visitor_25_type,scoreboard_visitor_26_type,scoreboard_visitor_01_player,scoreboard_visitor_02_player,scoreboard_visitor_03_player,scoreboard_visitor_04_player,scoreboard_visitor_05_player,scoreboard_visitor_06_player,scoreboard_visitor_07_player,scoreboard_visitor_08_player,scoreboard_visitor_09_player,scoreboard_visitor_10_player,scoreboard_visitor_11_player,scoreboard_visitor_12_player,scoreboard_visitor_13_player,scoreboard_visitor_14_player,scoreboard_visitor_15_player,scoreboard_visitor_16_player,scoreboard_visitor_17_player,scoreboard_visitor_18_player,scoreboard_visitor_19_player,scoreboard_visitor_20_player,scoreboard_visitor_21_player,scoreboard_visitor_22_player,scoreboard_visitor_23_player,scoreboard_visitor_24_player,scoreboard_visitor_25_player,scoreboard_visitor_26_player,scoreboard_visitor_01_minute,scoreboard_visitor_02_minute,scoreboard_visitor_03_minute,scoreboard_visitor_04_minute,scoreboard_visitor_05_minute,scoreboard_visitor_06_minute,scoreboard_visitor_07_minute,scoreboard_visitor_08_minute,scoreboard_visitor_09_minute,scoreboard_visitor_10_minute,scoreboard_visitor_11_minute,scoreboard_visitor_12_minute,scoreboard_visitor_13_minute,scoreboard_visitor_14_minute,scoreboard_visitor_15_minute,scoreboard_visitor_16_minute,scoreboard_visitor_17_minute,scoreboard_visitor_18_minute,scoreboard_visitor_19_minute,scoreboard_visitor_20_minute,scoreboard_visitor_21_minute,scoreboard_visitor_22_minute,scoreboard_visitor_23_minute,scoreboard_visitor_24_minute,scoreboard_visitor_25_minute,scoreboard_visitor_26_minute,substitutions_local_01_type,substitutions_local_02_type,substitutions_local_03_type,substitutions_local_04_type,substitutions_local_05_type,substitutions_local_06_type,substitutions_local_07_type,substitutions_local_08_type,substitutions_local_01_player_in,substitutions_local_02_player_in,substitutions_local_03_player_in,substitutions_local_04_player_in,substitutions_local_05_player_in,substitutions_local_06_player_in,substitutions_local_07_player_in,substitutions_local_08_player_in,substitutions_local_01_player_out,substitutions_local_02_player_out,substitutions_local_03_player_out,substitutions_local_04_player_out,substitutions_local_05_player_out,substitutions_local_06_player_out,substitutions_local_07_player_out,substitutions_local_08_player_out,substitutions_local_01_minute,substitutions_local_02_minute,substitutions_local_03_minute,substitutions_local_04_minute,substitutions_local_05_minute,substitutions_local_06_minute,substitutions_local_07_minute,substitutions_local_08_minute,substitutions_visitor_01_type,substitutions_visitor_02_type,substitutions_visitor_03_type,substitutions_visitor_04_type,substitutions_visitor_05_type,substitutions_visitor_06_type,substitutions_visitor_07_type,substitutions_visitor_08_type,substitutions_visitor_01_player_in,substitutions_visitor_02_player_in,substitutions_visitor_03_player_in,substitutions_visitor_04_player_in,substitutions_visitor_05_player_in,substitutions_visitor_06_player_in,substitutions_visitor_07_player_in,substitutions_visitor_08_player_in,substitutions_visitor_01_player_out,substitutions_visitor_02_player_out,substitutions_visitor_03_player_out,substitutions_visitor_04_player_out,substitutions_visitor_05_player_out,substitutions_visitor_06_player_out,substitutions_visitor_07_player_out,substitutions_visitor_08_player_out,substitutions_visitor_01_minute,substitutions_visitor_02_minute,substitutions_visitor_03_minute,substitutions_visitor_04_minute,substitutions_visitor_05_minute,substitutions_visitor_06_minute,substitutions_visitor_07_minute,substitutions_visitor_08_minute,yellow_cards_local_01_type,yellow_cards_local_02_type,yellow_cards_local_03_type,yellow_cards_local_04_type,yellow_cards_local_05_type,yellow_cards_local_06_type,yellow_cards_local_07_type,yellow_cards_local_08_type,yellow_cards_local_09_type,yellow_cards_local_10_type,yellow_cards_local_01_player,yellow_cards_local_02_player,yellow_cards_local_03_player,yellow_cards_local_04_player,yellow_cards_local_05_player,yellow_cards_local_06_player,yellow_cards_local_07_player,yellow_cards_local_08_player,yellow_cards_local_09_player,yellow_cards_local_10_player,yellow_cards_local_01_minute,yellow_cards_local_02_minute,yellow_cards_local_03_minute,yellow_cards_local_04_minute,yellow_cards_local_05_minute,yellow_cards_local_06_minute,yellow_cards_local_07_minute,yellow_cards_local_08_minute,yellow_cards_local_09_minute,yellow_cards_local_10_minute,yellow_cards_visitor_01_type,yellow_cards_visitor_02_type,yellow_cards_visitor_03_type,yellow_cards_visitor_04_type,yellow_cards_visitor_05_type,yellow_cards_visitor_06_type,yellow_cards_visitor_07_type,yellow_cards_visitor_08_type,yellow_cards_visitor_09_type,yellow_cards_visitor_10_type,yellow_cards_visitor_01_player,yellow_cards_visitor_02_player,yellow_cards_visitor_03_player,yellow_cards_visitor_04_player,yellow_cards_visitor_05_player,yellow_cards_visitor_06_player,yellow_cards_visitor_07_player,yellow_cards_visitor_08_player,yellow_cards_visitor_09_player,yellow_cards_visitor_10_player,yellow_cards_visitor_01_minute,yellow_cards_visitor_02_minute,yellow_cards_visitor_03_minute,yellow_cards_visitor_04_minute,yellow_cards_visitor_05_minute,yellow_cards_visitor_06_minute,yellow_cards_visitor_07_minute,yellow_cards_visitor_08_minute,yellow_cards_visitor_09_minute,yellow_cards_visitor_10_minute,red_cards_local_01_type,red_cards_local_02_type,red_cards_local_03_type,red_cards_local_04_type,red_cards_local_05_type,red_cards_local_06_type,red_cards_local_01_player,red_cards_local_02_player,red_cards_local_03_player,red_cards_local_04_player,red_cards_local_05_player,red_cards_local_06_player,red_cards_local_01_minute,red_cards_local_02_minute,red_cards_local_03_minute,red_cards_local_04_minute,red_cards_local_05_minute,red_cards_local_06_minute,red_cards_visitor_01_type,red_cards_visitor_02_type,red_cards_visitor_03_type,red_cards_visitor_04_type,red_cards_visitor_05_type,red_cards_visitor_06_type,red_cards_visitor_01_player,red_cards_visitor_02_player,red_cards_visitor_03_player,red_cards_visitor_04_player,red_cards_visitor_05_player,red_cards_visitor_06_player,red_cards_visitor_01_minute,red_cards_visitor_02_minute,red_cards_visitor_03_minute,red_cards_visitor_04_minute,red_cards_visitor_05_minute,red_cards_visitor_06_minute
9,2A,11/01/2025,14:00,Parque Deportivo Puerta de Hierro ,Aeronáuticos ,BigMat Tabanera Lobos Segovia ,1222886,1,2,23,4,17,6,7,8,9,10,14,12,13,11,15,3,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1237128,1249872,1220062,1226605,1249894,1252811,1212766,1245712,1217190,1212650,1252814,1253669,1223038,1222562,1215650,1229988,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1,21,22,16,19,11,7,8,9,10,14,12,13,6,15,24,4,25,23,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224801,1235009,1247425,1235772,1226610,1231675,1252806,1225490,1250033,1226608,1249897,1251178,1253557,1216301,1232826,1226531,1249839,1228140,1238358,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,E,T,E,T,E,T,E,,,,,,,,,,,,,,,,,,,,12,17,12,15,15,15,23,,,,,,,,,,,,,,,,,,,,9,10,60,61,72,73,80,,,,,,,,,,,,,,,,,,,,E,T,E,T,E,E,E,E,E,T,E,,,,,,,,,,,,,,,,12,13,8,13,7,11,6,7,9,13,23,,,,,,,,,,,,,,,,20,21,42,43,45,62,65,67,75,76,77,,,,,,,,,,,,,,,,CT,,,,,,,,3,,,,,,,,17,,,,,,,,48,,,,,,,,CT,CT,CT,CT,,,,,24,23,25,4,,,,,21,16,15,8,,,,,41,46,57,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2A,10/11/2024,17:00,Parque Deportivo Puerta de Hierro ,Aeronáuticos ,Canal Red Vallecas Rugby Union ,1252330,1,2,3,4,5,6,7,8,9,10,22,12,13,14,15,17,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1237128,1249872,1238723,1252860,1226605,1246442,1217210,1245712,1217190,1206067,1252814,1252857,1223038,1252811,1230047,1220062,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,3,2,1,4,5,6,20,8,9,10,11,12,13,14,15,17,19,18,7,23,16,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214940,1235579,1237658,1238860,1220757,1242214,1243844,1236599,1249028,1239625,1222712,1236472,1246166,1239378,1216989,1238552,1251685,1242482,1242306,1230000,1212178,1247126,1242308,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,E,E,T,T,E,,,,,,,,,,,,,,,,,,,,,,6,6,10,10,15,,,,,,,,,,,,,,,,,,,,,,12,17,22,45,63,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,E,T,E,T,E,T,E,T,D,D,,,,,,,,,,,,,5,6,8,8,10,9,8,9,13,9,11,9,7,7,,,,,,,,,,,,,5,7,10,12,17,17,19,19,40,46,56,56,60,70,,,,,,,,,,,,,CT,CT,CT,CT,CT,CT,CT,CT,17,12,7,14,13,12,5,22,12,7,14,13,12,5,22,13,10,22,30,43,50,55,68,74,CT,CT,CT,CT,CT,CT,CT,CT,17,7,12,19,23,14,22,24,4,12,17,13,14,23,11,15,16,19,23,38,50,59,66,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2A,26/01/2025,11:00,Parque Deportivo Puerta de Hierro ,Aeronáuticos ,Getafe Club de Rugby ,1225466,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1237128,1249872,1238723,1252858,1252811,1217210,1245712,1223038,1217190,1230047,1252814,1252857,1212650,1253669,1222562,1229988,1252860,1251061,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1,2,20,4,6,5,8,7,9,15,11,21,12,14,10,23,3,16,24,17,13,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227565,1251821,1245171,1249292,1243624,1249299,1251617,1246251,1226765,1235919,1243478,1251069,1250681,1253765,1204269,1252085,1212603,1253712,1200598,1250941,1251793,1252929,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,E,E,T,,,,,,,,,,,,,,,,,,,,,,,,1,14,10,,,,,,,,,,,,,,,,,,,,,,,,16,23,24,,,,,,,,,,,,,,,,,,,,,,,,E,T,E,PC,PC,,,,,,,,,,,,,,,,,,,,,,2,15,11,15,15,,,,,,,,,,,,,,,,,,,,,,38,39,46,66,75,,,,,,,,,,,,,,,,,,,,,,CT,CT,CT,,,,,,17,20,16,,,,,,3,11,20,,,,,,20,53,75,,,,,,CL,CT,CT,,,,,,24,3,13,,,,,,6,24,11,,,,,,8,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,10,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2A,30/11/2024,13:00,Parque Deportivo Puerta de Hierro ,Aeronáuticos ,Industriales C SlashMobility Las Rozas ,1200296,1,2,3,4,5,6,8,9,10,21,12,13,14,15,52,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220062,1249872,1252858,1226605,1245712,1217210,1249894,1246442,1230047,1252814,1252857,1223038,1252811,1222562,0000000,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,18,21,23,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246138,1203401,1228639,1214513,1202800,1224999,1248076,1227861,1250516,1226141,1241405,1252707,1235031,1245832,1210164,1248209,1200740,1252422,1230368,1202690,1207915,1213519,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,E,T,,,,,,,,,,,,,,,,,,,,,,,,,9,10,,,,,,,,,,,,,,,,,,,,,,,,,51,52,,,,,,,,,,,,,,,,,,,,,,,,,EC,E,E,E,E,E,E,E,T,E,E,E,E,E,T,,,,,,,,,,,,,15,11,8,14,9,9,21,23,23,8,20,14,23,23,,,,,,,,,,,,2,6,12,14,18,23,31,46,47,53,65,67,75,79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT,CT,CT,CT,CT,CT,CT,,23,20,16,17,19,18,21,,13,6,2,3,7,5,12,,35,44,41,41,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2A,24/11/2024,12:00,Parque Deportivo Puerta de Hierro ,Aeronáuticos ,Rugby Unión Norte ,1222640,1,2,3,4,5,6,7,8,9,10,12,13,20,15,14,17,24,19,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1237128,1249872,1238723,1252858,1245712,1246442,1217210,1249894,1217190,1230047,1253669,1252857,1252814,1222562,1223038,1220062,1206067,1252860,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,22,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211826,1232081,1214477,1252741,1213685,1248874,1238501,1216724,1246432,1226558,1252818,1247250,1233386,1252548,1247656,1233575,1220043,1226396,1249412,1249416,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,PC,E,T,E,PC,E,T,E,T,E,,,,,,,,,,,,,,,,,10,6,10,20,10,8,10,15,10,5,,,,,,,,,,,,,,,,,7,14,14,35,57,69,69,74,74,79,,,,,,,,,,,,,,,,,E,T,E,T,PC,E,,,,,,,,,,,,,,,,,,,,,5,15,8,15,15,5,,,,,,,,,,,,,,,,,,,,,30,30,46,46,54,65,,,,,,,,,,,,,,,,,,,,,CT,,,,,,,,17,,,,,,,,3,,,,,,,,36,,,,,,,,CT,CT,CT,,,,,,17,16,19,,,,,,1,10,8,,,,,,52,64,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2A,12/10/2024,10:30,Parque Deportivo Puerta de Hierro ,Aeronáuticos ,XV Hortaleza Rojo ,1236990,12,17,1,4,5,6,7,8,9,22,20,14,13,15,23,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1237128,1220062,1238723,1226605,1252860,1217210,1223038,1249894,1246442,1206067,1252814,1249121,1252857,1230047,0000000,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,33,17,2,4,19,18,14,6,9,12,27,5,16,11,41,51,8,40,46,25,91,36,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227761,1232876,1224944,1244039,1227760,1226299,1227978,1230113,1235623,1233011,1252915,1239319,1227433,1233716,1239569,1216196,1221892,1247109,1242651,1249226,1240527,1253473,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,E,T,PC,PC,,,,,,,,,,,,,,,,,,,,,,,8,15,15,15,,,,,,,,,,,,,,,,,,,,,,,9,52,52,62,,,,,,,,,,,,,,,,,,,,,,,E,T,E,E,T,E,T,E,T,,,,,,,,,,,,,,,,,,27,41,11,5,41,6,41,6,41,,,,,,,,,,,,,,,,,,16,16,20,54,54,64,64,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT,CT,CT,CT,CT,CT,,,25,8,91,46,40,51,,,4,2,11,16,18,33,,,41,45,52,60,65,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
